CRIME|(Noun) (criminal law) an act punishable by law; usually considered an evil act\n(Noun) an evil act not necessarily punishable by law
CRIMP|(Verb) curl tightly\n(Noun) a lock of hair that has been artificially waved or curled\n(Verb) make ridges into by pinching together
CRIMS|
CRINE|
CRIOS|
CRIPE|
CRIPS|
CRISE|
CRISP|(Adjective) (of something seen or heard) clearly defined\n(Adjective) tender and brittle\n(Adjective) pleasantly cold and invigorating\n(Adjective) pleasingly firm and fresh\n(Adjective) (of hair) in small tight curls\n(Adjective) brief and to the point; effectively cut short; `yes'"
CRITH|(Noun) the weight of a liter of hydrogen (at 0 centigrade and 760 millimeters pressure)
CRITS|
CROAK|(Noun) a harsh hoarse utterance (as of a frog)\n(Verb) utter a hoarse sound, like a raven
CROCI|
CROCK|(Verb) soil with or as with crock\n(Noun) an earthen jar (made of baked clay)\n(Verb) release color when rubbed, of badly dyed fabric
CROCS|
CROFT|(Noun) a small farm worked by a crofter
CROGS|
CROMB|
CROME|
CRONE|(Noun) an ugly evil-looking old woman
CRONK|(Verb) make a loud noise\n(Verb) use the horn of a car\n(Verb) cry like a goose
CRONS|
CRONY|(Verb) become friends; act friendly towards
CROOK|(Noun) a long staff with one end being hook shaped\n(Verb) bend or cause to bend
CROOL|
CROON|(Verb) sing softly
CROPS|(Verb) cut short\n(Noun) a cultivated plant that is grown commercially on a large scale\n(Verb) yield crops\n(Verb) let feed in a field or pasture or meadow\n(Verb) feed as in a meadow or pasture
CRORE|(Noun) the number that is represented as a one followed by 7 zeros; ten million
CROSS|(Adjective) extending or lying across; in a crosswise direction; at right angles to the long axis\n(Noun) a representation of the structure on which Jesus was crucified; used as an emblem of Christianity or in heraldry\n(Verb) fold so as to resemble a cross\n(Verb) to cover or extend over an area or time period\n(Verb) meet and pass\n(Verb) trace a line through or across
CROST|
CROUP|(Noun) a disease of infants and young children; harsh coughing and hoarseness and fever and difficult breathing
CROUT|
CROWD|(Noun) a large number of things or people considered together\n(Verb) fill or occupy to the point of overflowing\n(Verb) to gather together in large numbers
CROWN|(Verb) invest with regal power; enthrone\n(Verb) be the culminating event\n(Verb) form the topmost part of\n(Verb) put an enamel cover on\n(Noun) the part of a hat (the vertex) that covers the crown of the head\n(Noun) an English coin worth 5 shillings\n(Noun) the upper branches and leaves of a tree or other plant\n(Noun) (dentistry) dental appliance consisting of an artificial crown for a broken or decayed tooth\n(Noun) the center of a cambered road
CROWS|(Noun) the exultation of victory
CROZE|
CRUCK|
CRUDE|(Adjective) not carefully or expertly made\n(Adjective) conspicuously and tastelessly indecent\n(Adjective) belonging to an early stage of technical development; characterized by simplicity and (often) crudeness\n(Adjective) not processed or subjected to analysis
CRUDO|
CRUDS|(Noun) heavy wet snow that is unsuitable for skiing\n(Noun) an ill-defined bodily ailment
CRUDY|
CRUEL|(Verb) attack brutally and fiercely\n(Verb) criticize harshly or violently
CRUES|
CRUET|(Noun) bottle that holds wine or oil or vinegar for the table
CRUFT|
CRUMB|(Verb) coat with bread crumbs\n(Verb) remove crumbs from\n(Verb) break into crumbs
CRUMP|(Verb) make a noise typical of an engine lacking lubricants\n(Verb) bombard with heavy shells\n(Verb) explode heavily or with a loud dull noise
CRUNK|
CRUOR|
CRURA|(Noun) the leg from the knee to foot
CRUSE|(Noun) small jar; holds liquid (oil or water)
CRUSH|(Noun) a dense crowd of people\n(Verb) break into small pieces\n(Verb) humiliate or depress completely\n(Verb) become injured, broken, or distorted by pressure
CRUST|(Verb) form a crust or form into a crust\n(Noun) a hard outer layer that covers something\n(Noun) the trait of being rude and impertinent; inclined to take liberties
CRUSY|
CRUVE|
CRWTH|
CRYER|
CRYPT|(Noun) a cellar or vault or underground burial chamber (especially beneath a church)
CTENE|(Noun) a locomotor organ consisting of a row of strong cilia whose bases are fused
CUBBY|(Noun) a small secluded room
CUBEB|(Noun) spicy fruit of the cubeb vine; when dried and crushed is used medicinally or in perfumery and sometimes smoked in cigarettes\n(Noun) tropical southeast Asian shrubby vine bearing spicy berrylike fruits\n(Noun) a cigarette containing cubeb
CUBED|(Verb) play dice
CUBER|
CUBES|(Verb) play dice
CUBIC|(Adjective) having three dimensions
CUBIT|(Noun) an ancient unit of length based on the length of the forearm
CUDDY|(Noun) the galley or pantry of a small ship
CUFFO|
CUFFS|(Verb) hit with the hand
CUIFS|
CUING|(Adjective) according to schedule or without delay; on time\n(Adjective) ready and willing or quick to act; \n(Verb) assist (somebody acting or reciting) by suggesting the next words of something forgotten or imperfectly learned
CUISH|
CUITS|
CUKES|(Noun) a melon vine of the genus Cucumis; cultivated from earliest times for its cylindrical green fruit\n(Noun) cylindrical green fruit with thin green rind and white flesh eaten as a vegetable; related to melons
CULCH|
CULET|
CULEX|(Noun) type genus of the Culicidae: widespread genus of mosquitoes distinguished by holding the body parallel to the resting surface
CULLS|(Verb) remove in small bits\n(Noun) a thin sharp implement used for removing unwanted material\n(Verb) pilfer or rob\n(Noun) a basketball maneuver; obstructing an opponent with one's body\n(Verb) select carefully from a group\n(Verb) look for and gather\n(Verb) provoke\n(Verb) attack with or as if with a pickaxe of ice or rocky ground, for example
CULLY|
CULMS|(Noun) stem of plants of the Gramineae
CULPA|
CULTI|(Noun) followers of an exclusive system of religious beliefs and practices\n(Noun) followers of an unorthodox, extremist, or false religion or sect who often live outside of conventional society under the direction of a charismatic leader\n(Noun) a religion or sect that is generally considered to be unorthodox, extremist, or false\n(Noun) a system of religious beliefs and rituals
CULTS|(Noun) a sudden outburst (as of protest)
CULTY|
CUMEC|
CUMIN|(Noun) dwarf Mediterranean annual long cultivated for its aromatic seeds\n(Noun) aromatic seeds of the cumin herb of the carrot family
CUNDY|
CUNEI|
CUNIT|
CUNTS|(Verb) to grasp hastily or eagerly\n(Noun) a weightlift in which the barbell is lifted overhead in one rapid motion\n(Verb) to make grasping motions
CUPEL|
CUPID|(Noun) (Roman mythology) god of love; counterpart of Greek Eros\n(Noun) a symbol for love in the form of a cherubic naked boy with wings and a bow and arrow
CUPPA|(Noun) a cup of tea
CUPPY|
CURAT|
CURBS|(Verb) place restrictions on\n(Verb) place under restrictions; limit access to\n(Verb) place limits on (extent or access)
CURCH|
CURDS|(Noun) a coagulated liquid resembling milk curd\n(Noun) coagulated milk; used to make cheese
CURDY|
CURED|(Adjective) freed from illness or injury\n(Adjective) (used of rubber) treated by a chemical or physical process to improve its properties (hardness and strength and odor and elasticity)\n(Adjective) (used of concrete or mortar) kept moist to assist the hardening\n(Adjective) (used of hay e.g.) allowed to dry
CURER|
CURES|(Adjective) relating to or involved in therapy
CURET|(Noun) a surgical instrument shaped like a scoop to remove tissue from a bodily cavity
CURFS|
CURIA|(Noun) (Roman Catholic Church) the central administration governing the Roman Catholic Church
CURIE|(Noun) a unit of radioactivity equal to the amount of a radioactive isotope that decays at the rate of 37,000,000,000 disintegrations per second\n(Noun) French physicist; husband of Marie Curie (1859-1906)\n(Noun) French chemist (born in Poland) who won two Nobel prizes; one (with her husband and Henri Becquerel) for research on radioactivity and another for her discovery of radium and polonium (1867-1934)
CURIO|(Noun) something unusual -- perhaps worthy of collecting
CURLI|
CURLS|(Noun) American chemist who with Richard Smalley and Harold Kroto discovered fullerenes and opened a new branch of chemistry (born in 1933)\n(Verb) form a curl, curve, or kink\n(Verb) twist or roll into coils or ringlets\n(Verb) play the Scottish game of curling
CURLY|(Adjective) (of hair) having curls or waves
CURNS|
CURNY|
CURRS|
CURRY|(Verb) season with a mixture of spices; typical of Indian cooking\n(Verb) treat by incorporating fat
CURSE|(Verb) utter obscenities or profanities\n(Noun) a severe affliction\n(Verb) heap obscenities upon\n(Verb) wish harm upon; invoke evil upon
CURSI|
CURST|(Verb) utter obscenities or profanities\n(Noun) a severe affliction\n(Verb) heap obscenities upon\n(Verb) wish harm upon; invoke evil upon
CURVE|(Noun) the trace of a point whose direction of motion changes\n(Noun) a line on a graph representing data\n(Noun) a pitch of a baseball that is thrown with spin so that its path curves as it approaches the batter
CURVY|(Adjective) having curves
CUSEC|
CUSHY|(Adjective) not burdensome or demanding; borne or done easily and without hardship
CUSKS|(Noun) elongate freshwater cod of northern Europe and Asia and North America having barbels around its mouth
CUSPS|(Noun) point formed by two intersecting arcs (as from the intrados of a Gothic arch)\n(Noun) a thin triangular flap of a heart valve\n(Noun) small elevation on the grinding surface of a tooth
CUSPY|
CUSSO|
CUSUM|
CUTCH|(Noun) tannin extract derived from any of several mangrove barks of Pacific areas
CUTER|(Adjective) of high worth or cost\n(Adverb) extremely
CUTES|(Verb) refuse to acknowledge\n(Verb) fail to notice\n(Verb) be ignorant of or in the dark about
CUTEY|
CUTIE|
CUTIN|(Noun) (biochemistry) a waxy transparent material that occurs in the cuticle of plants and consists of highly polymerized esters of fatty acids
CUTIS|(Noun) a natural protective body covering and site of the sense of touch\n(Verb) bruise, cut, or injure the skin or the surface of\n(Verb) strip the skin off\n(Noun) a bag serving as a container for liquids; it is made from the hide of an animal
CUTTO|
CUTTY|
CUTUP|
CUVEE|
CUZES|
CWTCH|
CYANO|
CYANS|(Noun) a primary subtractive color for light; has a blue-green color
CYBER|
CYCAD|(Noun) any tropical gymnosperm of the order Cycadales; having unbranched stems with a crown of fernlike leaves
CYCAS|(Noun) type genus of Cycadaceae: genus of widely distributed Old World evergreen tropical trees having pinnate leaves and columnar stems covered with persistent bases of old leaves
CYCLE|(Verb) cause to go through a recurring sequence\n(Verb) pass through a cycle\n(Noun) a periodically repeated sequence of events\n(Verb) recur in repeating sequences
CYCLO|
CYDER|(Noun) a beverage made from juice pressed from apples
CYLIX|(Noun) a shallow drinking cup with two handles; used in ancient Greece
CYMAE|(Noun) (architecture) a molding for a cornice; in profile it is shaped like an S (partly concave and partly convex)
CYMAR|
CYMAS|(Noun) (architecture) a molding for a cornice; in profile it is shaped like an S (partly concave and partly convex)
CYMES|(Noun) more or less flat-topped cluster of flowers in which the central or terminal flower opens first
CYMOL|
CYNIC|(Noun) someone who is critical of the motives of others\n(Noun) a member of a group of ancient Greek philosophers who advocated the doctrine that virtue is the only good and that the essence of virtue is self-control
CYSTS|(Noun) a small anatomically normal sac or bladderlike structure (especially one containing fluid)
CYTES|
CYTON|
CZARS|(Noun) a male monarch or emperor (especially of Russia prior to 1917)\n(Noun) a person having great power
DAALS|
DABBA|
DACES|(Noun) small European freshwater fish with a slender bluish-green body
DACHA|(Noun) Russian country house
DACKS|
DADAH|
DADAS|(Verb) hit a pop-fly\n(Verb) make a sharp explosive noise\n(Verb) fire a weapon with a loud explosive noise\n(Verb) cause to make a sharp explosive sound\n(Verb) put or thrust suddenly and forcefully\n(Verb) release suddenly\n(Verb) hit or strike\n(Verb) take drugs, especially orally\n(Verb) cause to burst with a loud, explosive sound\n(Verb) burst open with a sharp, explosive sound\n(Adverb) like a pop or with a pop
DADDY|(Verb) hit a pop-fly\n(Verb) make a sharp explosive noise\n(Verb) fire a weapon with a loud explosive noise\n(Verb) cause to make a sharp explosive sound\n(Verb) put or thrust suddenly and forcefully\n(Verb) release suddenly\n(Verb) hit or strike\n(Verb) take drugs, especially orally\n(Verb) cause to burst with a loud, explosive sound\n(Verb) burst open with a sharp, explosive sound\n(Adverb) like a pop or with a pop
DADOS|(Verb) cut a dado into or fit into a dado\n(Noun) a rectangular groove cut into a board so that another piece can fit into it\n(Verb) provide with a dado
DAFFS|
DAFFY|
DAGGA|(Noun) relatively nontoxic South African herb smoked like tobacco
DAGGY|
DAGOS|(Noun) (ethnic slur) offensive term for a person of Italian descent
DAHLS|
DAIKO|
DAILY|(Adverb) every day; without missing a day
DAINE|
DAINT|
DAIRY|(Noun) a farm where dairy products are produced
DAISY|(Noun) any of numerous composite plants having flower heads with well-developed ray flowers usually arranged in a single whorl
DAKER|
DALED|
DALES|(Noun) an open river valley (in a hilly area)
DALIS|(Noun) surrealist Spanish painter (1904-1989)
DALLE|
DALLY|(Verb) behave carelessly or indifferently\n(Verb) waste time\n(Verb) consider not very seriously
DALTS|
DAMAN|
DAMAR|(Noun) any of various hard resins from trees of the family Dipterocarpaceae and of the genus Agathis; especially the amboyna pine
DAMES|(Noun) a polite name for any woman\n(Noun) a woman of the peerage in Britain
DAMME|
DAMNS|(Verb) utter obscenities or profanities\n(Noun) a severe affliction\n(Verb) heap obscenities upon\n(Verb) wish harm upon; invoke evil upon
DAMPS|(Adjective) slightly wet\n(Verb) restrain or discourage
DAMPY|
DANCE|(Verb) move in a graceful and rhythmical way\n(Verb) move in a pattern; usually to musical accompaniment; do or perform a dance\n(Noun) a party for social dancing\n(Verb) skip, leap, or move up and down or sideways
DANCY|
DANDY|(Noun) a man who is much concerned with his dress and appearance
DANGS|
DANIO|
DANKS|
DANNY|
DANTS|
DARAF|(Noun) a unit of elastance equal to the reciprocal of a farad
DARBS|
DARCY|
DARED|(Noun) a challenge to do something dangerous or foolhardy\n(Verb) to be courageous enough to try or do something
DARER|
DARES|(Verb) resist or confront with resistance\n(Verb) elude, especially in a baffling way\n(Verb) challenge
DARGA|
DARGS|
DARIC|
DARIS|
DARKS|(Noun) absence of moral or spiritual values
DARNS|(Noun) sewing that repairs a worn or torn hole (especially in a garment)\n(Verb) heal or recover
DARRE|
DARTS|(Noun) a game in which small pointed missiles are thrown at a dartboard
DARZI|
DASHI|
DASHY|
DATAL|
DATED|(Adjective) marked by features of the immediate and usually discounted past
DATER|
DATES|(Noun) employment for performers or performing groups that lasts for a limited period of time\n(Noun) contact by fitting together\n(Noun) the act of sharing in the activities of a group
DATOS|
DATTO|
DATUM|(Noun) an item of factual information derived from measurement or research
DAUBE|
DAUBS|(Verb) detect with the senses\n(Verb) become spotted\n(Verb) mark with a spot or spots so as to allow easy recognition\n(Noun) a business establishment for entertainment\n(Noun) a small piece or quantity of something\n(Noun) a mark on a die or on a playing card (shape depending on the suit)\n(Noun) a playing card with a specified number of pips on it to indicate its value\n(Verb) make a spot or mark onto
DAUBY|
DAUDS|
DAULT|
DAUNT|(Verb) cause to lose courage
DAURS|
DAUTS|
DAVEN|
DAVIT|(Noun) a crane-like device (usually one of a pair) for suspending or lowering equipment (as a lifeboat)
DAWAH|
DAWDS|
DAWED|
DAWEN|
DAWKS|
DAWNS|(Noun) depression of a button on a computer mouse\n(Verb) make a clicking or ticking sound\n(Verb) produce a click\n(Verb) become clear or enter one's consciousness or emotions
DAWTS|
DAYAN|(Noun) Israeli general and statesman (1915-1981)
DAYCH|
DAYNT|
DAZED|(Adjective) in a state of mental numbness especially as resulting from shock\n(Adjective) stunned or confused and slow to react (as from blows or drunkenness or exhaustion)
DAZER|
DAZES|(Verb) strike with disgust or revulsion\n(Verb) collide violently\n(Verb) collect or gather into shocks\n(Verb) subject to electrical shocks\n(Noun) a pile of sheaves of grain set on end in a field to dry; stalks of Indian corn set up in a field\n(Noun) a bushy thick mass (especially hair)\n(Verb) surprise greatly; knock someone's socks off\n(Verb) strike with horror or terror
DEADS|(Adjective) no longer having or seeming to have or expecting to have life\n(Adjective) not showing characteristics of life especially the capacity to sustain life; no longer exerting force or having energy or heat\n(Adjective) unerringly accurate\n(Adjective) physically inactive\n(Adjective) (followed by `to') not showing human feeling or sensitivity; unresponsive\n(Adjective) devoid of physical sensation; numb\n(Adjective) lacking acoustic resonance\n(Adjective) not yielding a return\n(Adjective) not circulating or flowing\n(Adjective) not surviving in active use\n(Adjective) lacking resilience or bounce\n(Adjective) out of use or operation because of a fault or breakdown\n(Adjective) no longer having force or relevance\n(Adjective) complete\n(Adjective) drained of electric charge; discharged\n(Adjective) devoid of activity; nothing ever happens here"
DEAIR|
DEALS|(Noun) an instance of visual perception\n(Verb) take aim by looking through the sights of a gun (or other device)\n(Noun) the ability to see; the visual faculty\n(Noun) a range of mental vision\n(Noun) the range of vision
DEALT|(Verb) maintain or assert\n(Verb) be engaged in a fight; carry on a fight
DEANS|(Noun) an administrator in charge of a division of a university or college\n(Noun) United States film actor whose moody rebellious roles made him a cult figure (1931-1955)\n(Noun) a man who is the senior member of a group\n(Noun) (Roman Catholic Church) the head of the College of Cardinals
DEARE|
DEARN|
DEARS|(Adjective) of something having the color of honey
DEARY|(Verb) stroke or caress gently\n(Noun) a fit of petulance or sulkiness (especially at what is felt to be a slight)\n(Verb) stroke or caress in an erotic manner, as during lovemaking
DEASH|
DEATH|(Noun) the event of dying or departure from life\n(Noun) the permanent end of all life functions in an organism or part of an organism\n(Noun) the absence of life or state of being dead\n(Noun) the time when something ends\n(Noun) the time at which life ends; continuing until dead\n(Noun) the personification of death\n(Noun) the act of killing
DEAVE|
DEAWS|
DEAWY|
DEBAG|
DEBAR|(Verb) prevent the occurrence of; prevent from happening
DEBBY|
DEBEL|
DEBES|
DEBIT|(Verb) enter as debit
DEBTS|(Noun) the state of owing something (especially money)\n(Noun) money or goods or services owed by one person to another\n(Noun) an obligation to pay or do something
DEBUD|
DEBUG|(Verb) locate and correct errors in a computer program code
DEBUR|
DEBUS|
DEBUT|(Verb) appear for the first time in public\n(Verb) present for the first time to the public\n(Verb) make one's debut
DEBYE|
DECAD|
DECAF|
DECAL|(Noun) either a design that is fixed to some surface or a paper bearing the design which is to be transferred to the surface
DECAN|
DECAY|(Noun) the process of gradually becoming inferior\n(Verb) fall into decay or ruin\n(Verb) undergo decay or decomposition\n(Noun) an inferior state resulting from the process of decaying\n(Noun) the spontaneous disintegration of a radioactive substance along with the emission of ionizing radiation
DECKO|
DECKS|(Verb) be beautiful to look at\n(Verb) decorate\n(Noun) a porch that resembles the deck on a ship\n(Verb) knock down with force
DECOR|
DECOS|(Noun) a style of design that was popular in the 1920s and 1930s; marked by stylized forms and geometric designs adapted to mass production
DECOY|(Verb) lure or entrap with or as if with a decoy
DECRY|(Verb) express strong disapproval of\n(Verb) declare or judge unfit for use or habitation\n(Verb) compel or force into a particular state or activity\n(Verb) demonstrate the guilt of (someone)\n(Verb) appropriate (property) for public use
DEDAL|
DEEDS|(Noun) performance of moral or religious acts\n(Noun) the internal mechanism of a device
DEEDY|
DEELY|
DEEMS|(Verb) organize or be responsible for\n(Noun) a stronghold\n(Noun) a cell in a jail or prison\n(Verb) have or hold in one's hands or grip\n(Verb) be the physical support of; carry the weight of\n(Verb) contain or hold; have within\n(Verb) remain in a certain state, position, or condition\n(Verb) support or hold in a certain manner\n(Verb) assert or affirm\n(Verb) have as a major characteristic\n(Verb) hold the attention of\n(Verb) remain committed to\n(Verb) stop dealing with\n(Verb) keep from departing\n(Verb) take and maintain control over, often by violent means\n(Verb) cover as for protection against noise or smell\n(Verb) aim, point, or direct\n(Verb) keep from exhaling or expelling
DEENS|
DEEPS|(Noun) a ditch dug as a fortification having a parapet of the excavated earth\n(Verb) fortify by surrounding with trenches\n(Verb) cut or carve deeply into\n(Verb) set, plant, or bury in a trench\n(Verb) cut a trench in, as for drainage\n(Verb) dig a trench or trenches
DEERE|(Noun) United States industrialist who manufactured plows suitable for working the prairie soil (1804-1886)
DEERS|(Noun) distinguished from Bovidae by the male's having solid deciduous antlers
DEETS|
DEEVE|
DEEVS|
DEFAT|(Verb) remove the fat from
DEFER|(Verb) send (money) in payment\n(Verb) release from (claims, debts, or taxes)\n(Verb) refer (a matter or legal case) to another committee or authority or court for decision\n(Verb) forgive\n(Verb) diminish or abate
DEFFO|
DEFIS|
DEFOG|(Verb) free from mist
DEGAS|(Verb) remove gas from
DEGUM|
DEGUS|
DEICE|(Verb) make or become free of frost or ice
DEIDS|
DEIFY|(Verb) consider as a god or godlike\n(Verb) exalt to the position of a God
DEIGN|(Verb) move downward and lower, but not necessarily all the way
DEILS|
DEISM|(Noun) the form of theological rationalism that believes in God on the basis of reason without reference to revelation
DEIST|(Adjective) of or relating to deism
DEITY|(Noun) any supernatural being worshipped as controlling some part of the world or some aspect of life or who is the personification of a force
DEKED|
DEKES|
DEKKO|(Noun) British slang for a look
DELAY|(Verb) cause to be slowed down or delayed\n(Verb) act later than planned, scheduled, or required
DELED|
DELES|
DELFS|(Noun) an excavation; usually a quarry or mine
DELFT|(Noun) a style of glazed earthenware; usually white with blue decoration
DELIS|(Noun) ready-to-eat food products\n(Noun) a shop selling ready-to-eat food products
DELLS|(Noun) a small wooded hollow
DELLY|
DELOS|
DELPH|
DELTA|(Noun) a low triangular area of alluvial deposits where a river divides before entering a larger body of water\n(Noun) an object shaped like an equilateral triangle\n(Noun) the 4th letter of the Greek alphabet
DELTS|
DELVE|(Verb) turn up, loosen, or remove earth\n(Noun) a small gouge (as in the cover of a book)\n(Verb) thrust down or into\n(Verb) create by digging\n(Verb) remove, harvest, or recover by digging
DEMAN|
DEMES|
DEMIC|
DEMIT|
DEMOB|(Verb) release from military service or remove from the active list of military service\n(Verb) retire from military service
DEMOI|
DEMON|(Noun) someone extremely diligent or skillful
DEMOS|(Verb) show an attribute, property, knowledge, or skill
DEMPT|
DEMUR|(Verb) take exception to\n(Verb) enter a demurrer
DENAR|
DENAY|
DENCH|
DENES|
DENET|
DENIM|(Noun) a coarse durable twill-weave cotton fabric
DENIS|
DENSE|(Adjective) permitting little if any light to pass through because of denseness of matter\n(Adjective) hard to pass through because of dense growth\n(Adjective) having high relative density or specific gravity\n(Adjective) slow to learn or understand; lacking intellectual acuity
DENTS|(Noun) a competitor who has withdrawn from competition\n(Noun) (golf) a handicap of zero strokes\n(Noun) an indication of damage\n(Verb) cut the surface of; wear away the surface of\n(Verb) carve, cut, or etch into a material or surface
DEOXY|
DEPOT|(Noun) (architecture) a statue or a human bust or an animal carved out of the top of a square pillar; originally used as a boundary marker in ancient Rome\n(Noun) either end of a railroad or bus route
DEPTH|(Noun) the extent downward or backward or inward\n(Noun) degree of psychological or intellectual profundity\n(Noun) (usually plural) the deepest and most remote part\n(Noun) (usually plural) a low moral state\n(Noun) the attribute or quality of being deep, strong, or intense
DERAT|
DERAY|
DERBY|(Noun) a cricketer who delivers the ball to the batsman in cricket\n(Noun) a player who rolls balls down an alley at pins
DERED|
DERES|
DERIG|
DERMA|(Noun) the deep vascular inner layer of the skin
DERMS|
DERNS|
DERNY|
DEROS|
DERRO|
DERRY|
DERTH|
DERVS|
DESEX|(Noun) informal terms for a difficult situation\n(Noun) something craved, especially an intravenous injection of a narcotic drug\n(Noun) an exemption granted after influence (e.g., money) is brought to bear\n(Verb) set or place definitely\n(Verb) kill, preserve, and harden (tissue) in order to prepare for microscopic study\n(Verb) influence an event or its outcome by illegal means\n(Verb) make ready or suitable or equip in advance for a particular purpose or for some use, event, etc
DESHI|
DESIS|
DESKS|(Noun) a piece of furniture with a writing surface and usually drawers or other compartments
DESSE|
DETER|(Verb) try to prevent; show opposition to
DETOX|(Verb) treat for alcohol or drug dependence
DEUCE|(Noun) a tie in tennis or table tennis that requires winning two successive points to win the game\n(Noun) one of the four playing cards in a deck that have two spots
DEVAS|
DEVEL|
DEVIL|(Verb) coat or stuff with a spicy paste\n(Noun) a word used in exclamations of confusion
DEVIS|
DEVON|(Noun) a county in southwestern England\n(Noun) red dual-purpose cattle of English origin
DEVOS|
DEVOT|
DEWAN|
DEWAR|(Noun) Scottish chemist and physicist noted for his work in cryogenics and his invention of the Dewar flask (1842-1923)
DEWAX|
DEWED|
DEXES|
DEXIE|
DHABA|
DHAKS|(Noun) East Indian tree bearing a profusion of intense vermilion velvet-textured blooms and yielding a yellow dye
DHALS|
DHIKR|
DHOBI|
DHOLE|(Noun) fierce wild dog of the forests of central and southeast Asia that hunts in packs
DHOLL|
DHOLS|
DHOTI|(Noun) a long loincloth worn by Hindu men
DHOWS|(Noun) a lateen-rigged sailing vessel used by Arabs
DHUTI|
DIACT|
DIALS|(Verb) operate a dial to select a telephone number\n(Verb) choose by means of a dial\n(Noun) the circular graduated indicator on various measuring instruments\n(Noun) a disc on a telephone that is rotated a fixed distance for each number called
DIANE|
DIARY|(Noun) a daily written record of (usually personal) experiences and observations\n(Noun) a personal journal (as a physical object)
DIAZO|(Adjective) relating to or containing diazonium
DIBBS|
DICED|(Verb) play dice
DICER|(Noun) a mechanical device used for dicing food
DICES|(Verb) play dice
DICEY|(Adjective) of uncertain outcome; especially fraught with risk\n(Adjective) subject to accident or chance or change
DICHT|
DICKS|(Noun) the act of puncturing with a small point\n(Verb) cause a stinging pain\n(Verb) to cause a sharp emotional pain
DICKY|(Adjective) (British informal) faulty
DICOT|(Noun) flowering plant with two cotyledons; the stem grows by deposit on its outside
DICTA|(Noun) an authoritative declaration
DICTS|
DICTY|
DIDDY|
DIDIE|
DIDOS|(Noun) (Roman mythology) a princess of Tyre who was the founder and queen of Carthage; Virgil tells of her suicide when she was abandoned by Aeneas
DIDST|
DIEBS|
DIELS|
DIENE|
DIETS|(Verb) follow a regimen or a diet, as for health reasons\n(Verb) eat sparingly, for health reasons or to lose weight\n(Noun) the usual food and drink consumed by an organism (person or animal)\n(Noun) the act of restricting your food intake (or your intake of particular foods)
DIFFS|
DIGHT|
DIGIT|(Noun) one of the elements that collectively form a system of numeration\n(Noun) a finger or toe in human beings or corresponding body part in other vertebrates
DIKAS|
DIKED|(Verb) enclose with a dike
DIKER|
DIKES|(Verb) obstruct with, or as if with, a dam\n(Noun) female parent of an animal especially domestic livestock
DIKEY|
DILDO|(Noun) a vibrating device that substitutes for an erect penis to provide vaginal stimulation
DILLI|
DILLS|(Noun) aromatic Old World herb having aromatic threadlike foliage and seeds used as seasoning\n(Noun) aromatic threadlike foliage of the dill plant used as seasoning
DILLY|
DIMBO|
DIMER|(Noun) a compound whose molecules are composed of two identical monomers
DIMES|(Noun) a depression in an otherwise level surface\n(Noun) (physics) the angle that a magnetic needle makes with the plane of the horizon\n(Verb) stain an object by immersing it in a liquid\n(Verb) take a small amount from\n(Verb) lower briefly\n(Verb) appear to move downward\n(Verb) slope downwards\n(Verb) go down momentarily\n(Verb) dip into a liquid\n(Verb) place (candle wicks) into hot, liquid wax\n(Verb) immerse in a disinfectant solution\n(Verb) plunge (one's hand or a receptacle) into a container\n(Verb) scoop up by plunging one's hand or a ladle below the surface
DIMLY|(Adverb) in a dim indistinct manner\n(Adverb) with a dim light
DIMPS|
DINAR|
DINED|(Verb) instill (into a person) by constant repetition
DINER|(Noun) a person eating a meal (especially in a restaurant)\n(Noun) a restaurant that resembles a dining car
DINES|(Verb) instill (into a person) by constant repetition
DINGE|(Verb) make a dent or impression in\n(Verb) make dingy
DINGO|(Noun) wolflike yellowish-brown wild dog of Australia
DINGS|(Verb) cut a nick into\n(Verb) cut slightly, with a razor\n(Verb) divide or reset the tail muscles of\n(Verb) mate successfully; of livestock
DINGY|(Adjective) devoid of or deficient in light or brightness; shadowed or black\n(Adjective) secret\n(Adjective) (used of color) having a dark hue\n(Adjective) brunet (used of hair or skin or eyes)\n(Adjective) showing a brooding ill humor\n(Adjective) marked by difficulty of style or expression\n(Adjective) not giving performances; closed
DINIC|
DINKS|(Noun) a couple who both have careers and no children (an acronym for dual income no kids)
DINKY|(Adjective) small and insignificant\n(Adjective) (British informal) pretty and neat
DINNA|
DINOS|
DINTS|(Noun) interchangeable with `means' in the expression `by means of'
DIODE|(Noun) a thermionic tube having two electrodes; used as a rectifier\n(Noun) a semiconductor that consists of a p-n junction
DIOLS|(Noun) any of a class of alcohols having 2 hydroxyl groups in each molecule
DIOTA|
DIPPY|
DIPSO|
DIRAM|
DIRER|(Noun) a person who is frightened and in need of help\n(Adjective) desperately determined\n(Adjective) (of persons) dangerously reckless or violent as from urgency or despair\n(Adjective) showing extreme courage; especially of actions courageously undertaken in desperation as a last resort\n(Adjective) showing extreme urgency or intensity especially because of great need or desire\n(Adjective) fraught with extreme danger; nearly hopeless
DIRGE|(Noun) a song or hymn of mourning composed or performed as a memorial to a dead person
DIRKE|
DIRKS|(Noun) a relatively long dagger with a straight blade
DIRLS|
DIRTS|(Noun) disgraceful gossip about the private lives of other people\n(Noun) a disgraceful event
